expID	group	wellID	condition	concentration	date	contamination	InoculationGrowth_time	PlateGrowth_time	Strain	0	900	1800	2700	3600	4500	5400	6300	7200	8100	9000	9900	10800	11700	12600	13500	14400	15300	16200	17100	18000	18900	19800	20700	21600	22500	23400	24300	25200	26100	27000	27900	28800	29700	30600	31500	32400	33300	34200	35100	36000	36900	37800	38700	39600	40500	41400	42300	43200	44100	45000	45900	46800	47700	48600	49500	50400	51300	52200	53100	54000	54900	55800	56700	57600	58500	59400	60300	61200	62100	63000	63900	64800	65700	66600	67500	68400	69300	70200	71100	72000	72900	73800	74700	75600	76500	77400	78300	79200	80100	81000	81900	82800	83700	84600	85500
SCFACU23	Ace25	NA	NA	NA	NA	NA	18	24	NA	0.22191666666666668	0.21566666666666667	0.21316666666666667	0.21183333333333332	0.21225	0.21183333333333335	0.2125	0.21491666666666667	0.21758333333333335	0.22141666666666668	0.22791666666666666	0.23641666666666666	0.24733333333333335	0.26225	0.2816666666666667	0.3025833333333333	0.32325	0.34691666666666665	0.37958333333333333	0.41175	0.4395	0.47875	0.5203333333333333	0.557	0.5986666666666667	0.6374166666666666	0.673	0.7100833333333334	0.7415	0.7610833333333333	0.7766666666666666	0.7884166666666667	0.7949166666666667	0.79775	0.79375	0.7921666666666667	0.7895833333333333	0.7823333333333333	0.7783333333333333	0.7725833333333334	0.7690833333333333	0.76625	0.76325	0.7601666666666667	0.7543333333333333	0.7495833333333334	0.74325	0.7395	0.7350833333333333	0.729	0.7230833333333333	0.7178333333333333	0.7091666666666666	0.7046666666666667	0.6985833333333333	0.6914166666666667	0.6854166666666667	0.6806666666666666	0.6724166666666667	0.6661666666666667	0.66325	0.6563333333333333	0.6550833333333334	0.6473333333333333	0.6455	0.6408333333333334	0.6360833333333333	0.6328333333333334	0.6315833333333334	0.6301666666666667	0.6266666666666667	0.6261666666666666	0.6239166666666667	0.6194166666666667	0.6206666666666667	0.6163333333333333	0.6180833333333333	0.6178333333333333	0.6125833333333334	0.6139166666666667	0.61225	0.6085	0.60875	0.60975	0.6048333333333333	0.6005	0.6024166666666667	0.5976666666666667	0.5965	0.596	0.5935	0.5923333333333334	0.5883333333333334	0.58675	0.5826666666666667	0.5811666666666666
SCFACU23	Ace5	NA	NA	NA	NA	NA	18	24	NA	0.20066666666666666	0.19216666666666668	0.18925	0.1885	0.18875	0.18958333333333333	0.19175	0.19525	0.20033333333333334	0.20758333333333334	0.21658333333333335	0.22775	0.24216666666666667	0.26016666666666666	0.2818333333333333	0.30691666666666667	0.3353333333333333	0.3705833333333333	0.3915	0.43325	0.47391666666666665	0.5091666666666667	0.5605833333333333	0.5954166666666667	0.633	0.6780833333333334	0.70825	0.7346666666666667	0.7589166666666667	0.774	0.7786666666666667	0.7833333333333333	0.7756666666666667	0.7714166666666666	0.7661666666666667	0.76275	0.75925	0.753	0.7491666666666666	0.7409166666666667	0.7383333333333333	0.73575	0.7278333333333333	0.725	0.72325	0.719	0.7166666666666667	0.7141666666666666	0.7075833333333333	0.705	0.7005	0.6966666666666667	0.6892499999999999	0.6854166666666667	0.6776666666666666	0.6730833333333334	0.66875	0.65825	0.6529166666666667	0.6485000000000001	0.6396666666666667	0.6331666666666667	0.6254166666666667	0.6204166666666666	0.6159166666666667	0.61225	0.6026666666666667	0.6005833333333334	0.5976666666666667	0.592	0.5881666666666666	0.5864166666666667	0.5821666666666666	0.5825	0.5773333333333334	0.5744166666666667	0.5745	0.5711666666666667	0.5715	0.5714166666666667	0.5710833333333334	0.5685833333333333	0.5674166666666667	0.5660000000000001	0.5638333333333333	0.56825	0.56675	0.5631666666666667	0.56375	0.5610833333333334	0.5613333333333334	0.56325	0.56325	0.5606666666666666	0.5593333333333333	0.555
SCFACU23	BHI	NA	NA	NA	NA	NA	18	24	NA	0.18725	0.18191666666666667	0.18041666666666667	0.18033333333333335	0.18158333333333332	0.18383333333333335	0.18691666666666668	0.19133333333333333	0.19691666666666668	0.2045	0.21466666666666667	0.22766666666666668	0.24316666666666667	0.26375	0.29091666666666666	0.32058333333333333	0.35141666666666665	0.38408333333333333	0.42183333333333334	0.4593333333333333	0.50475	0.5485833333333333	0.5922499999999999	0.6275833333333334	0.6659166666666667	0.7001666666666666	0.72625	0.7541666666666667	0.7793333333333333	0.7960833333333334	0.8081666666666667	0.8093333333333333	0.8094166666666667	0.8045833333333333	0.8005	0.7938333333333334	0.7868333333333334	0.7817500000000001	0.7735000000000001	0.7676666666666667	0.761	0.7568333333333334	0.7500833333333333	0.7475	0.7406666666666667	0.736	0.7275	0.7245833333333334	0.7210833333333333	0.7148333333333333	0.7108333333333333	0.70475	0.6964166666666667	0.6926666666666667	0.6880833333333334	0.68075	0.6768333333333334	0.6706666666666666	0.6613333333333333	0.6564166666666666	0.6519166666666667	0.64375	0.6376666666666667	0.63	0.6245833333333334	0.6219166666666667	0.6090833333333333	0.6045833333333334	0.5988333333333333	0.5925	0.5895833333333333	0.5872499999999999	0.5795	0.5740833333333333	0.5716666666666667	0.5658333333333333	0.5645	0.5633333333333334	0.5594166666666667	0.5573333333333333	0.5560833333333334	0.5488333333333333	0.54825	0.5494166666666667	0.54525	0.5453333333333333	0.5466666666666666	0.5433333333333333	0.53875	0.5378333333333334	0.5356666666666666	0.53675	0.5371666666666667	0.53325	0.53025	0.5303333333333333
SCFACU23	But25	NA	NA	NA	NA	NA	18	24	NA	0.197	0.19125	0.18908333333333333	0.18875	0.189	0.18958333333333333	0.19108333333333333	0.19258333333333333	0.19508333333333333	0.19816666666666666	0.20216666666666666	0.20658333333333334	0.21208333333333335	0.21841666666666668	0.22533333333333333	0.23375	0.243	0.254	0.26608333333333334	0.28	0.29525	0.3130833333333333	0.33175	0.3473333333333333	0.38266666666666665	0.39791666666666664	0.42525	0.45108333333333334	0.47458333333333336	0.5138333333333334	0.5465	0.5801666666666666	0.6074166666666667	0.6443333333333333	0.6741666666666667	0.7005833333333333	0.7196666666666667	0.7445833333333334	0.762	0.7755833333333333	0.7853333333333333	0.7921666666666667	0.7928333333333334	0.7954166666666667	0.7953333333333333	0.791	0.7871666666666667	0.7818333333333334	0.7706666666666667	0.7656666666666667	0.7595000000000001	0.7511666666666666	0.74625	0.74075	0.7303333333333333	0.72525	0.72091666666666665	0.7139166666666666	0.7091666666666666	0.7048333333333333	0.6975833333333333	0.69275	0.6836666666666666	0.6773333333333333	0.67225	0.6671666666666667	0.6635	0.65925	0.65525	0.6496666666666666	0.6445833333333333	0.6388333333333334	0.6364166666666666	0.6350833333333333	0.6311666666666667	0.6284166666666666	0.62325	0.6166666666666667	0.61675	0.61525	0.6095	0.608	0.606	0.6008333333333333	0.5969166666666667	0.594	0.5901666666666666	0.5875833333333333	0.5830833333333333	0.5796666666666667	0.5740833333333333	0.5724166666666667	0.5661666666666667	0.5635833333333333	0.5619166666666666	0.5565
SCFACU23	But5	NA	NA	NA	NA	NA	18	24	NA	0.19183333333333333	0.18733333333333332	0.18558333333333332	0.18558333333333332	0.18633333333333332	0.18825	0.19058333333333333	0.19391666666666665	0.1985	0.20433333333333334	0.21208333333333335	0.22183333333333333	0.23308333333333334	0.24708333333333335	0.26266666666666666	0.281	0.3035	0.32733333333333337	0.3561666666666667	0.3803333333333333	0.42041666666666666	0.44558333333333333	0.48841666666666667	0.51725	0.5680000000000001	0.6085	0.6407499999999999	0.6815	0.71675	0.7505000000000001	0.7744166666666666	0.7978333333333334	0.8041666666666667	0.8113333333333334	0.8095	0.80625	0.8071666666666667	0.8050833333333334	0.803	0.8001666666666667	0.799	0.7939166666666667	0.79175	0.7837500000000001	0.7783333333333333	0.7749166666666667	0.7685	0.76575	0.763	0.75725	0.7505000000000001	0.74725	0.741	0.7358333333333333	0.7321666666666666	0.7280833333333333	0.7213333333333334	0.7133333333333334	0.7051666666666666	0.7005833333333333	0.6930833333333333	0.68875	0.6840833333333334	0.68025	0.67	0.6634166666666667	0.6605	0.6527499999999999	0.64925	0.6455	0.63775	0.6343333333333333	0.6281666666666667	0.6230833333333333	0.62125	0.6179166666666667	0.61325	0.6098333333333333	0.6080833333333333	0.5991666666666666	0.5985833333333334	0.5986666666666667	0.5933333333333334	0.5923333333333334	0.5918333333333333	0.58725	0.5841666666666667	0.5841666666666667	0.5814166666666667	0.5806666666666667	0.5808333333333333	0.577	0.5714166666666667	0.57225	0.56825	0.5701666666666667
SCFACU23	Pro25	NA	NA	NA	NA	NA	18	24	NA	0.19041666666666668	0.18541666666666667	0.18391666666666667	0.18333333333333332	0.18416666666666667	0.18516666666666667	0.18733333333333332	0.18983333333333333	0.1935	0.198	0.20358333333333334	0.21	0.21816666666666668	0.22716666666666666	0.23825	0.2515833333333333	0.26633333333333337	0.2811666666666667	0.3005	0.31916666666666665	0.3466666666666667	0.36583333333333334	0.39608333333333334	0.41633333333333333	0.44608333333333333	0.48041666666666666	0.50975	0.5467500000000001	0.5851666666666666	0.6214166666666667	0.651	0.6884166666666667	0.7216666666666667	0.747	0.7689166666666667	0.7848333333333333	0.7910833333333334	0.79575	0.7953333333333333	0.7894166666666667	0.7881666666666667	0.784	0.7785833333333334	0.773	0.7676666666666667	0.7615000000000001	0.7545	0.7516666666666667	0.74575	0.742	0.7354166666666667	0.73025	0.7245833333333334	0.72075	0.7145	0.70975	0.7044166666666667	0.6974166666666667	0.6936666666666667	0.68725	0.6799166666666666	0.67525	0.6703333333333333	0.6639166666666667	0.6615	0.6556666666666667	0.6508333333333334	0.64625	0.6414166666666667	0.6376666666666667	0.63575	0.6326666666666667	0.627	0.6260833333333333	0.6201666666666666	0.6161666666666666	0.6169166666666667	0.61375	0.6133333333333333	0.6150833333333333	0.6115833333333334	0.608	0.6094166666666667	0.6056666666666667	0.60875	0.6101666666666666	0.6076666666666667	0.6063333333333334	0.6074166666666667	0.6019166666666667	0.6036666666666667	0.60275	0.6018333333333333	0.5975833333333334	0.5951666666666666	0.5933333333333334
SCFACU23	Pro5	NA	NA	NA	NA	NA	18	24	NA	0.20083333333333334	0.1965	0.19408333333333333	0.19375	0.19391666666666665	0.19525	0.19741666666666668	0.20058333333333334	0.20516666666666666	0.21141666666666667	0.219	0.22875	0.241	0.2554166666666667	0.2725	0.2915833333333333	0.3150833333333333	0.34091666666666665	0.37266666666666665	0.39775	0.43983333333333335	0.4756666666666667	0.52025	0.5569166666666666	0.5970833333333333	0.6356666666666667	0.67425	0.71175	0.7413333333333333	0.7728333333333334	0.7879166666666667	0.7938333333333334	0.8035	0.80675	0.8095833333333333	0.8071666666666667	0.8043333333333333	0.8	0.7963333333333333	0.7911666666666667	0.7874166666666667	0.7796666666666667	0.7776666666666667	0.7733333333333333	0.76875	0.76375	0.7624166666666666	0.7535000000000001	0.7496666666666667	0.7460833333333333	0.7399166666666667	0.7373333333333334	0.7331666666666666	0.7243333333333333	0.72025	0.7145	0.7050833333333333	0.7005833333333333	0.6944166666666667	0.6859166666666666	0.6819999999999999	0.6769166666666666	0.6685	0.663	0.6566666666666667	0.6505	0.6474166666666666	0.6450833333333333	0.6373333333333333	0.6355833333333334	0.62716666666666665	0.62325	0.6206666666666667	0.6185	0.61575	0.6126666666666667	0.60475	0.6040833333333333	0.6045833333333334	0.6004166666666667	0.5999166666666667	0.6002500000000001	0.5948333333333333	0.5943333333333334	0.5950833333333333	0.5909166666666666	0.5928333333333333	0.5939166666666666	0.5911666666666666	0.59025	0.58825	0.5895833333333333	0.58575	0.5861666666666666	0.58675	0.5830833333333333
SCFACU24	Ace25	NA	NA	NA	NA	NA	18	24	NA	0.24608333333333335	0.24341666666666667	0.24225000000000002	0.24358333333333335	0.2465	0.2505833333333333	0.25683333333333336	0.26475	0.27425	0.287	0.30233333333333334	0.3173333333333333	0.33616666666666667	0.35841666666666666	0.38516666666666666	0.41391666666666665	0.4444166666666667	0.4835	0.51075	0.5435833333333333	0.5826666666666667	0.6256666666666667	0.66125	0.6943333333333334	0.72475	0.7556666666666667	0.7909166666666667	0.8139166666666666	0.8275	0.8402499999999999	0.8515833333333334	0.85525	0.8545833333333333	0.856	0.8549166666666667	0.85175	0.8485	0.84275	0.8395	0.8363333333333334	0.83125	0.8251666666666667	0.8206666666666667	0.8139166666666666	0.8094166666666667	0.8033333333333333	0.7973333333333333	0.7885833333333333	0.7845	0.77725	0.76925	0.7653333333333333	0.7565	0.7505833333333334	0.7455833333333334	0.7395833333333334	0.7356666666666667	0.7270833333333333	0.7225833333333334	0.7190833333333333	0.712	0.7098333333333333	0.7076666666666667	0.7	0.69975	0.6950833333333334	0.6925	0.6925833333333333	0.68975	0.6885	0.6830833333333334	0.6820833333333334	0.6809166666666666	0.6760833333333334	0.6756666666666666	0.6723333333333333	0.6706666666666666	0.6688333333333334	0.6628333333333334	0.6625833333333333	0.6609166666666667	0.6565	0.6561666666666667	0.6475	0.6475	0.64475	0.6414166666666666	0.6421666666666667	0.6378333333333334	0.6359166666666667	0.63375	0.6285	0.6281666666666667	0.6238333333333334	0.6226666666666667	0.6211666666666666
SCFACU24	Ace5	NA	NA	NA	NA	NA	18	24	NA	0.2793333333333333	0.27558333333333335	0.27491666666666664	0.27591666666666664	0.27775	0.28141666666666665	0.28691666666666665	0.29375	0.3040833333333333	0.3159166666666667	0.33075	0.34758333333333336	0.36691666666666667	0.38825	0.41108333333333336	0.43875	0.46908333333333335	0.5120833333333333	0.5555833333333333	0.5800833333333333	0.6109166666666667	0.64325	0.6770833333333334	0.7146666666666667	0.7561666666666667	0.7854166666666667	0.8081666666666667	0.8279166666666666	0.8359166666666666	0.8456666666666667	0.8480833333333333	0.84475	0.8414166666666667	0.8341666666666667	0.8315833333333333	0.8251666666666667	0.8158333333333333	0.8155	0.8100833333333334	0.804	0.8000833333333334	0.7994166666666667	0.79575	0.7905	0.7850833333333334	0.7837500000000001	0.7803333333333333	0.7748333333333334	0.7708333333333334	0.76425	0.7603333333333333	0.7545833333333334	0.7464166666666666	0.7419166666666667	0.7331666666666666	0.7280833333333333	0.7235	0.71475	0.7108333333333333	0.6985	0.6935833333333333	0.6886666666666666	0.6801666666666667	0.6815833333333333	0.6739166666666667	0.6691666666666667	0.6668333333333334	0.6613333333333333	0.6601666666666667	0.6550833333333334	0.6553333333333333	0.65425	0.6456666666666666	0.6449166666666667	0.643	0.6419166666666667	0.6426666666666667	0.6375833333333333	0.6398333333333334	0.6358333333333334	0.6326666666666667	0.6343333333333333	0.6305833333333333	0.63125	0.6315833333333334	0.626	0.6256666666666667	0.6216666666666667	0.6220833333333333	0.62175	0.6188333333333333	0.6188333333333333	0.61275	0.6131666666666666	0.6114166666666666	0.607
SCFACU24	BHI	NA	NA	NA	NA	NA	18	24	NA	0.20908333333333334	0.20583333333333334	0.20525	0.20641666666666666	0.2095	0.21383333333333335	0.2205	0.2285	0.238	0.2534166666666667	0.27216666666666667	0.2926666666666667	0.31866666666666665	0.35533333333333333	0.39	0.42675	0.4683333333333333	0.5178333333333334	0.55275	0.6011666666666666	0.6438333333333334	0.6824166666666667	0.7144166666666667	0.7434166666666666	0.7695	0.7965	0.8170833333333333	0.8315833333333333	0.8310833333333334	0.8295	0.82875	0.827	0.81525	0.8094166666666667	0.8034166666666667	0.7953333333333333	0.7904166666666667	0.78725	0.7811666666666667	0.7759166666666667	0.77275	0.76925	0.76575	0.7578333333333334	0.75175	0.74725	0.7458333333333333	0.7388333333333333	0.7333333333333333	0.7280833333333333	0.7224166666666667	0.7188333333333333	0.70925	0.704	0.6958333333333333	0.68975	0.6828333333333333	0.6744166666666667	0.6689166666666667	0.6595833333333333	0.6516666666666667	0.645	0.6385	0.6348333333333334	0.6304166666666666	0.6205833333333333	0.6161666666666666	0.608	0.6046666666666667	0.6005	0.5975	0.5932499999999999	0.58575	0.583	0.5811666666666666	0.5766666666666667	0.5739166666666666	0.5730833333333334	0.5655	0.5643333333333334	0.56225	0.5629166666666666	0.5623333333333334	0.5595	0.5594166666666667	0.5518333333333334	0.5519166666666667	0.5525833333333333	0.5493333333333333	0.5490833333333334	0.548	0.5431666666666667	0.5426666666666666	0.5401666666666667	0.5410833333333334	0.5400833333333334
