time	Ace25	Ace5	BHI	But25	But5	Pro25	Pro5	Ace25	Ace5	BHI	But25	But5	Pro25	Pro5	Ace25	Ace5	BHI	But25	But5	Pro25	Pro5	Ace25	Ace5	BHI	But25	But5	Pro25	Pro5	Ace25	Ace5	BHI	But25	But5	Pro25	Pro5	Ace25	Ace5	BHI	But25	But5	Pro25	Pro5	Ace25	Ace5	BHI	But25	But5	Pro25	Pro5
42300	0.54375	0.6073333	0.55475	0.3833333	0.5820833	0.45075	0.5035	0.5436667	0.6065833	0.5425833	0.4079167	0.6048333	0.4713333	0.5016667	0.6739167	0.7529167	0.66925	0.49925	0.7274167	0.6445833	0.6629167	0.6374167	0.7095833	0.6225833	0.5244167	0.6946667	0.5936667	0.6206667	0.46275	0.5568333	0.48375	0.246	0.5189167	0.3443333	0.4524167	0.5919167	0.6734167	0.61275	0.3935833	0.6435	0.55375	0.5855833	0.5419167	0.6356667	0.5885	0.3226667	0.5781667	0.3820833	0.5164167
43200	0.55725	0.6081667	0.55625	0.3816667	0.512	0.5160833	0.5168333	0.556	0.6139167	0.5458333	0.4091667	0.5418333	0.5394167	0.5190833	0.6885	0.7539167	0.6751667	0.5103333	0.6599167	0.7136667	0.6844167	0.6499167	0.7095	0.6294167	0.526	0.6230833	0.6594167	0.6398333	0.48625	0.5640833	0.4971667	0.25075	0.4599167	0.4146667	0.47775	0.6064167	0.6706667	0.61375	0.3961667	0.5761667	0.6119167	0.6070833	0.55375	0.63625	0.5943333	0.3241667	0.5154167	0.4575833	0.5361667
44100	0.5370833	0.5319167	0.6185833	0.4133333	0.5243333	0.5340833	0.5225833	0.53875	0.53675	0.6056667	0.44	0.551	0.5525833	0.5219167	0.6688333	0.6795	0.7393333	0.5579167	0.6794167	0.7230833	0.6875	0.63	0.6350833	0.6870833	0.5603333	0.6328333	0.6636667	0.6416667	0.4770833	0.4915	0.5630833	0.2799167	0.491	0.4281667	0.4895	0.5921667	0.5955	0.6733333	0.43025	0.5954167	0.6219167	0.6134167	0.5319167	0.5596667	0.6535	0.3531667	0.5361667	0.472	0.5441667
45000	0.5621667	0.5440833	0.62125	0.4293333	0.5113333	0.4756667	0.57575	0.56175	0.5490833	0.6098333	0.4529167	0.5391667	0.4934167	0.5800833	0.6931667	0.6903333	0.74275	0.5835833	0.6723333	0.6630833	0.7426667	0.6526667	0.6480833	0.6918333	0.5785	0.6208333	0.5979167	0.6970833	0.502	0.5065	0.5686667	0.3006667	0.4844167	0.3688333	0.55025	0.61375	0.6083333	0.6796667	0.45325	0.5898333	0.5574167	0.66875	0.5564167	0.57175	0.6559167	0.3715	0.53375	0.4145	0.607
45900	0.5690833	0.52775	0.54875	0.4991667	0.5250833	0.4951667	0.5806667	0.5725	0.53425	0.5364167	0.52725	0.55025	0.51675	0.5835	0.6970833	0.6705	0.6630833	0.6673333	0.6826667	0.6755833	0.7461667	0.6574167	0.6296667	0.613	0.6576667	0.6305833	0.6083333	0.6970833	0.5109167	0.4958333	0.4945	0.3748333	0.5064167	0.3938333	0.5605833	0.622	0.5945833	0.599	0.5305	0.6038333	0.5725833	0.6674167	0.5666667	0.5616667	0.577	0.4484167	0.55275	0.4374167	0.60525
46800	0.6299167	0.5450833	0.5589167	0.5156667	0.5275	0.48925	0.5125833	0.6311667	0.5489167	0.5521667	0.54475	0.5541667	0.5146667	0.51625	0.75625	0.68925	0.6731667	0.6909167	0.6866667	0.66775	0.6765	0.7156667	0.64925	0.6215	0.6736667	0.6341667	0.5930833	0.6240833	0.575	0.515	0.5100833	0.391	0.5154167	0.397	0.4909167	0.681	0.6129167	0.6103333	0.5474167	0.61	0.5646667	0.599	0.6298333	0.5825833	0.5869167	0.4625	0.5570833	0.4346667	0.5389167
47700	0.6291667	0.5464167	0.5431667	0.4551667	0.5865	0.5098333	0.5215	0.6344167	0.55375	0.537	0.48575	0.6135	0.5283333	0.5269167	0.7574167	0.6908333	0.6564167	0.6421667	0.743	0.6793333	0.6853333	0.7138333	0.64725	0.6055	0.6170833	0.6881667	0.6066667	0.6318333	0.5821667	0.5235	0.49725	0.3373333	0.5749167	0.4260833	0.50375	0.6835833	0.6161667	0.5955833	0.4899167	0.6664167	0.5843333	0.60875	0.6326667	0.585	0.5703333	0.4040833	0.6175	0.45975	0.5496667
48600	0.5503333	0.60625	0.5613333	0.4766667	0.58825	0.5183333	0.5106667	0.5549167	0.6185	0.5531667	0.5138333	0.6165833	0.5350833	0.5165833	0.6746667	0.7511667	0.6656667	0.6658333	0.74125	0.67825	0.6675833	0.6251667	0.7049167	0.6140833	0.6339167	0.6839167	0.6059167	0.6135	0.5005833	0.5828333	0.5145833	0.3610833	0.5775	0.43725	0.4898333	0.6004167	0.6779167	0.6070833	0.5205	0.6613333	0.5861667	0.59	0.5571667	0.6468333	0.5855	0.42825	0.6198333	0.4775833	0.5386667
49500	0.5640833	0.6081667	0.5654167	0.4713333	0.5175	0.5749167	0.5208333	0.567	0.6221667	0.5578333	0.5121667	0.54675	0.5919167	0.53025	0.6818333	0.7496667	0.6655833	0.6721667	0.6660833	0.7339167	0.6779167	0.6323333	0.7031667	0.6145	0.6234167	0.6084167	0.6625	0.6235	0.5188333	0.58675	0.519	0.36725	0.51	0.5118333	0.5088333	0.6076667	0.67625	0.60775	0.5231667	0.5875833	0.6495	0.6019167	0.564	0.646	0.5811667	0.42575	0.546	0.5423333	0.5544167
50400	0.5443333	0.5325	0.6231667	0.4924167	0.528	0.5793333	0.5246667	0.5526667	0.5460833	0.6175	0.5310833	0.5575	0.5936667	0.5320833	0.6584167	0.6689167	0.7228333	0.6965	0.6721667	0.7315	0.6760833	0.6065833	0.6215	0.6713333	0.6359167	0.6148333	0.6623333	0.6220833	0.5033333	0.5149167	0.5828333	0.3975833	0.5215	0.5271667	0.51125	0.5865833	0.6	0.6636667	0.5531667	0.596	0.6481667	0.6013333	0.5456667	0.56325	0.6384167	0.453	0.5560833	0.55775	0.5539167
51300	0.5640833	0.5413333	0.6229167	0.5096667	0.5136667	0.50575	0.5813333	0.5734167	0.5625833	0.619	0.5515833	0.54275	0.52375	0.5905	0.6733333	0.6780833	0.722	0.7063333	0.6543333	0.6569167	0.7274167	0.6181667	0.6271667	0.6658333	0.6348333	0.5954167	0.5863333	0.67125	0.5255833	0.526	0.5853333	0.4174167	0.5108333	0.4680833	0.5755833	0.6026667	0.6089167	0.6630833	0.5696667	0.5789167	0.5748333	0.6546667	0.5656667	0.5783333	0.63725	0.46975	0.5398333	0.495	0.60975
52200	0.571	0.526	0.5485	0.5779167	0.5224167	0.517	0.5811667	0.5783333	0.5470833	0.54075	0.6175	0.5520833	0.5330833	0.5943333	0.67175	0.6565833	0.6431667	0.7725833	0.66425	0.6615833	0.7221667	0.6145	0.60475	0.5860833	0.6915833	0.6026667	0.5916667	0.666	0.5348333	0.5103333	0.5133333	0.4919167	0.5275833	0.4923333	0.57925	0.6025833	0.5889167	0.58525	0.6385	0.5878333	0.5820833	0.65275	0.5705	0.5576667	0.55925	0.5404167	0.5498333	0.5184167	0.6096667
53100	0.6295833	0.5453333	0.5584167	0.5895	0.5233333	0.50325	0.512	0.6388333	0.5644167	0.5485833	0.6186667	0.5524167	0.5189167	0.5228333	0.7241667	0.669	0.647	0.7754167	0.6591667	0.64075	0.6473333	0.6655833	0.61725	0.5918333	0.6896667	0.5986667	0.5725833	0.59125	0.59825	0.5283333	0.526	0.5061667	0.5306667	0.486	0.50925	0.6555833	0.6013333	0.5936667	0.6471667	0.5870833	0.5626667	0.5779167	0.6255833	0.5688333	0.569	0.5525	0.5504167	0.5136667	0.5365
54000	0.6305	0.5465	0.542	0.5254167	0.57975	0.5133333	0.5220833	0.6394167	0.56575	0.534	0.55075	0.6079167	0.5326667	0.5331667	0.7176667	0.6653333	0.63175	0.70675	0.7100833	0.6473333	0.6510833	0.655	0.612	0.5733333	0.614	0.65075	0.57975	0.593	0.6028333	0.533	0.5116667	0.4501667	0.5905833	0.5004167	0.5211667	0.64625	0.6004167	0.576	0.58875	0.6389167	0.5693333	0.5846667	0.6250833	0.5706667	0.549	0.4900833	0.6040833	0.52975	0.5435833
54900	0.5476667	0.6094167	0.558	0.5396667	0.5765833	0.513	0.5060833	0.55475	0.6248333	0.5463333	0.5575833	0.60425	0.5345833	0.516	0.6235	0.7199167	0.6369167	0.71475	0.7035	0.6406667	0.6289167	0.5601667	0.6675	0.5788333	0.6193333	0.64275	0.5711667	0.5723333	0.5201667	0.5974167	0.5295833	0.47575	0.5930833	0.4999167	0.5076667	0.5546667	0.6585833	0.5860833	0.6028333	0.63425	0.5651667	0.5640833	0.5408333	0.62925	0.5635833	0.5154167	0.6028333	0.5335	0.5279167
55800	0.5579167	0.6078333	0.5564167	0.5295	0.5008333	0.57	0.5198333	0.5626667	0.6255833	0.5446667	0.5399167	0.52875	0.5884167	0.5258333	0.62325	0.71575	0.6324167	0.7030833	0.62225	0.6850833	0.6329167	0.5566667	0.6604167	0.5778333	0.6015833	0.5605833	0.6188333	0.5760833	0.535	0.6009167	0.5318333	0.4761667	0.5255	0.5603333	0.5286667	0.5535833	0.65625	0.5831667	0.5969167	0.5575833	0.6174167	0.5730833	0.5469167	0.6286667	0.5608333	0.50975	0.5289167	0.5915833	0.5406667
56700	0.5349167	0.5274167	0.61525	0.5405	0.5074167	0.5688333	0.516	0.5383333	0.54475	0.6033333	0.5505	0.5324167	0.5863333	0.5220833	0.5929167	0.6286667	0.68475	0.7140833	0.622	0.6743333	0.62175	0.5188333	0.573	0.6268333	0.6080833	0.5586667	0.6075833	0.5644167	0.51775	0.5264167	0.5909167	0.5015833	0.5381667	0.5609167	0.5305833	0.52	0.5728333	0.6415833	0.6166667	0.5625833	0.6110833	0.5675	0.523	0.5481667	0.6154167	0.5280833	0.5351667	0.5869167	0.5355
57600	0.5515833	0.5343333	0.6124167	0.5408333	0.4875	0.4973333	0.5678333	0.5523333	0.55475	0.6011667	0.55125	0.51625	0.5141667	0.5751667	0.5979167	0.629	0.6739167	0.71425	0.5930833	0.5870833	0.6633333	0.5201667	0.5741667	0.61625	0.6059167	0.5288333	0.5214167	0.6055	0.5420833	0.5434167	0.5945	0.5145833	0.5294167	0.4926667	0.5903333	0.5244167	0.5770833	0.63125	0.6161667	0.542	0.5308333	0.61425	0.53775	0.557	0.61325	0.5373333	0.5199167	0.5175833	0.5903333
58500	0.5508333	0.51875	0.5365	0.5936667	0.49625	0.5043333	0.5650833	0.55075	0.5316667	0.5265	0.60675	0.5221667	0.5184167	0.5709167	0.5855833	0.5995	0.5855	0.7680833	0.5906667	0.58075	0.6490833	0.5063333	0.5424167	0.5304167	0.6555833	0.5231667	0.5140833	0.5911667	0.5476667	0.5246667	0.52	0.5769167	0.5413333	0.5095833	0.5926667	0.5146667	0.5551667	0.556	0.6770833	0.5444167	0.5331667	0.61025	0.5325	0.5340833	0.529	0.5971667	0.5255	0.5235833	0.58475
59400	0.6065	0.53025	0.5426667	0.5916667	0.4934167	0.4886667	0.4875833	0.6055833	0.5420833	0.53225	0.603	0.5190833	0.4994167	0.4939167	0.6320833	0.60425	0.5833333	0.7620833	0.5741667	0.5470833	0.5595	0.5475	0.54475	0.5251667	0.6443333	0.5070833	0.4803333	0.502	0.6098333	0.5465	0.532	0.5856667	0.5429167	0.4965833	0.5244167	0.5601667	0.5651667	0.5585	0.6775	0.5355833	0.51025	0.5286667	0.58875	0.54325	0.53325	0.6025	0.5236667	0.508	0.51175
60300	0.60325	0.5315	0.5248333	0.5143333	0.5453333	0.4974167	0.4946667	0.6006667	0.54225	0.5135833	0.5285833	0.57425	0.507	0.5005833	0.6144167	0.5909167	0.5523333	0.68325	0.6123333	0.53875	0.5523333	0.5294167	0.53275	0.495	0.5555833	0.5454167	0.4735	0.4953333	0.6140833	0.5505833	0.5164167	0.5145	0.6023333	0.5085	0.5386667	0.5453333	0.5625	0.5351667	0.60375	0.5828333	0.5123333	0.5320833	0.5789167	0.5409167	0.5064167	0.52825	0.57475	0.51725	0.5173333
61200	0.5195833	0.587	0.5369167	0.5219167	0.5396667	0.4973333	0.4775833	0.5160833	0.5995	0.5260833	0.534	0.5683333	0.5036667	0.4790833	0.51725	0.636	0.54975	0.6821667	0.5915	0.5164167	0.5170833	0.4298333	0.5770833	0.494	0.5445833	0.5241667	0.4513333	0.4610833	0.5361667	0.6129167	0.5289167	0.5284167	0.6021667	0.5100833	0.5258333	0.4503333	0.616	0.54	0.61275	0.5695833	0.5018333	0.5074167	0.49	0.5954167	0.5106667	0.5361667	0.568	0.5138333	0.4960833
62100	0.5196667	0.5813333	0.5364167	0.5055	0.4649167	0.5508333	0.4863333	0.5204167	0.59625	0.5268333	0.5151667	0.4921667	0.5535833	0.48725	0.50925	0.619	0.5359167	0.65475	0.4989167	0.5473333	0.5109167	0.4203333	0.56425	0.4789167	0.5069167	0.4330833	0.4880833	0.4571667	0.5463333	0.614	0.5319167	0.5115833	0.5340833	0.569	0.5389167	0.4476667	0.6078333	0.5354167	0.597	0.4874167	0.545	0.5110833	0.4864167	0.5860833	0.4985833	0.5178333	0.4875	0.5659167	0.50275
63000	0.498	0.5001667	0.5905	0.5144167	0.4690833	0.5468333	0.4824167	0.4975833	0.51375	0.5828333	0.5245833	0.4965	0.54975	0.4841667	0.47075	0.51975	0.5725833	0.6455	0.4835	0.5213333	0.4849167	0.3835	0.4689167	0.522	0.491	0.42225	0.4653333	0.4381667	0.5255833	0.5355833	0.5884167	0.5284167	0.54625	0.5699167	0.5433333	0.41475	0.5191667	0.5828333	0.6051667	0.48125	0.5330833	0.5	0.455	0.4963333	0.5436667	0.5254167	0.4831667	0.5610833	0.4911667
63900	0.51275	0.5085	0.5895	0.5155833	0.4510833	0.47	0.5323333	0.5089167	0.52	0.5818333	0.5251667	0.4779167	0.46975	0.533	0.473	0.51525	0.5524167	0.6245833	0.44625	0.4226667	0.52	0.3828333	0.4633333	0.5034167	0.4615833	0.38825	0.371	0.47475	0.5449167	0.5473333	0.5896667	0.5305	0.5323333	0.4985833	0.5970833	0.4204167	0.52125	0.5735833	0.5998333	0.4525	0.4443333	0.5416667	0.45875	0.4958333	0.5301667	0.526	0.45375	0.4794167	0.5363333
64800	0.5125833	0.4813333	0.5125833	0.5704167	0.4595	0.4739167	0.5315833	0.5095	0.4995	0.5016667	0.5771667	0.4855833	0.4703333	0.53025	0.4598333	0.4795	0.4586667	0.6590833	0.4341667	0.4065	0.4975	0.3694167	0.4271667	0.4116667	0.4880833	0.3798333	0.3596667	0.4589167	0.5463333	0.5273333	0.5120833	0.58825	0.5464167	0.5059167	0.6011667	0.41275	0.491	0.4855	0.65325	0.4475	0.4384167	0.5295833	0.44625	0.4635833	0.4389167	0.5809167	0.4486667	0.4810833	0.525
65700	0.5671667	0.49725	0.5166667	0.5658333	0.4588333	0.4545833	0.4545833	0.5654167	0.5096667	0.508	0.5725833	0.482	0.4463333	0.4534167	0.5015	0.4746667	0.44975	0.6274167	0.41125	0.3628333	0.4018333	0.41175	0.4275	0.4035833	0.45425	0.3640833	0.3230833	0.36825	0.6046667	0.5458333	0.5196667	0.5883333	0.5466667	0.49	0.5304167	0.46125	0.4991667	0.4825	0.6468333	0.4315833	0.4065833	0.4435	0.4910833	0.4651667	0.4315833	0.5760833	0.4323333	0.4556667	0.4375833
66600	0.5649167	0.4950833	0.4994167	0.48925	0.51025	0.4624167	0.4641667	0.56325	0.51125	0.4909167	0.49375	0.5346667	0.4510833	0.4594167	0.4855	0.46025	0.4135833	0.523	0.4459167	0.3500833	0.39425	0.39575	0.4145	0.37175	0.3469167	0.40175	0.3150833	0.3635833	0.6001667	0.5499167	0.5035833	0.5120833	0.6065	0.4994167	0.5455	0.45225	0.4908333	0.4546667	0.5653333	0.473	0.4009167	0.4436667	0.477	0.4519167	0.4009167	0.4964167	0.4696667	0.4565	0.43325
67500	0.47875	0.5535	0.5098333	0.4925	0.5078333	0.45675	0.4415	0.4783333	0.5681667	0.4995833	0.49425	0.5296667	0.4439167	0.4388333	0.388	0.501	0.4074167	0.4988333	0.42325	0.3256667	0.35725	0.2994167	0.4583333	0.3685	0.3236667	0.38475	0.2965	0.3305833	0.5151667	0.6061667	0.5131667	0.522	0.6074167	0.49275	0.5288333	0.3598333	0.5389167	0.4545833	0.56725	0.4555833	0.3843333	0.4120833	0.3773333	0.4953333	0.3975833	0.4998333	0.4465	0.4433333	0.3995
68400	0.4889167	0.5505833	0.5085	0.4745833	0.43225	0.5065833	0.4538333	0.48375	0.5660833	0.4998333	0.4745	0.4538333	0.4920833	0.4515	0.3831667	0.4843333	0.3914167	0.4485	0.3316667	0.3564167	0.3516667	0.29475	0.4440833	0.35575	0.2776667	0.2976667	0.3345833	0.3288333	0.523	0.60925	0.5160833	0.505	0.5340833	0.5468333	0.5446667	0.3599167	0.528	0.4440833	0.5404167	0.3675	0.4205833	0.4128333	0.3715833	0.4795833	0.3838333	0.4734167	0.3549167	0.4826667	0.3951667
69300	0.4615833	0.4669167	0.5631667	0.4831667	0.4395	0.5004167	0.4508333	0.4599167	0.4830833	0.554	0.4761667	0.456	0.4816667	0.447	0.3483333	0.3866667	0.43075	0.4245833	0.31975	0.334	0.33275	0.2623333	0.3503333	0.3991667	0.2621667	0.29175	0.3175	0.3143333	0.50425	0.52875	0.57125	0.5121667	0.54325	0.5426667	0.5421667	0.3311667	0.4364167	0.4876667	0.5390833	0.3595	0.4024167	0.3981667	0.3359167	0.3841667	0.4273333	0.4744167	0.3441667	0.4645833	0.3786667
70200	0.4770833	0.47725	0.56375	0.4811667	0.4186667	0.4225833	0.5014167	0.4728333	0.4913333	0.54975	0.4689167	0.4375	0.4013333	0.49775	0.352	0.384	0.4156667	0.3925	0.287	0.2419167	0.3708333	0.26625	0.3478333	0.386	0.2385833	0.2633333	0.2295	0.3575	0.5174167	0.5390833	0.5715	0.5116667	0.5249167	0.4644167	0.5975833	0.3401667	0.43875	0.4765	0.5285833	0.3285	0.3131667	0.4385	0.3376667	0.3790833	0.4140833	0.46175	0.30925	0.3736667	0.4158333
71100	0.4749167	0.45725	0.4845	0.5304167	0.4280833	0.4280833	0.4999167	0.4720833	0.4688333	0.4711667	0.5128333	0.4435833	0.4006667	0.4943333	0.34	0.35125	0.32475	0.4161667	0.28075	0.23375	0.3554167	0.2570833	0.316	0.2986667	0.2745	0.2623333	0.2255833	0.3466667	0.5189167	0.52225	0.4975833	0.56575	0.5365	0.4695	0.5963333	0.3331667	0.4076667	0.3881667	0.56875	0.3240833	0.3056667	0.4259167	0.3245	0.345	0.3259167	0.5015	0.3033333	0.3649167	0.3994167
72000	0.5314167	0.4695	0.48925	0.5253333	0.4270833	0.4051667	0.4253333	0.52725	0.48375	0.4766667	0.5001667	0.4380833	0.3775	0.4180833	0.3891667	0.3529167	0.31975	0.38425	0.2655	0.2015	0.26625	0.3060833	0.3206667	0.29525	0.2539167	0.2520833	0.1965	0.2605833	0.5741667	0.5380833	0.5053333	0.564	0.5331667	0.44825	0.52175	0.38525	0.4143333	0.3874167	0.5508333	0.3095833	0.273	0.33975	0.3724167	0.3489167	0.325	0.48325	0.2881667	0.3315833	0.31025
72900	0.5265	0.46975	0.4713333	0.4459167	0.48075	0.4123333	0.4345833	0.523	0.48275	0.4583333	0.4131667	0.4885833	0.381	0.42575	0.37875	0.3445833	0.2915	0.2833333	0.3095	0.2008333	0.267	0.29675	0.3115	0.2693333	0.1633333	0.2991667	0.19675	0.2625833	0.5738333	0.54025	0.48875	0.4881667	0.58775	0.45675	0.533	0.3773333	0.40475	0.3599167	0.4575833	0.352	0.2685833	0.33875	0.35775	0.337	0.3003333	0.39125	0.3303333	0.32675	0.3063333
73800	0.4424167	0.529	0.48275	0.4485833	0.4763333	0.408	0.4145833	0.4368333	0.53975	0.4688333	0.4070833	0.481	0.3716667	0.40425	0.2879167	0.3908333	0.2946667	0.2656667	0.2964167	0.1883333	0.2375833	0.2076667	0.3593333	0.2718333	0.15825	0.2890833	0.1869167	0.2364167	0.49075	0.5990833	0.5029167	0.4929167	0.5869167	0.4500833	0.5120833	0.2891667	0.45425	0.361	0.4455833	0.3378333	0.2548333	0.3106667	0.2641667	0.3830833	0.3034167	0.3795	0.3164167	0.3091667	0.27425
74700	0.4458333	0.5263333	0.4826667	0.42075	0.4005	0.4578333	0.4253333	0.4398333	0.53675	0.4635833	0.3765833	0.4023333	0.416	0.4129167	0.2878333	0.38475	0.2858333	0.2263333	0.2129167	0.2344167	0.2406667	0.2086667	0.35025	0.2645	0.1305	0.2075833	0.2341667	0.2409167	0.4963333	0.5988333	0.5005833	0.4726667	0.51175	0.501	0.5254167	0.2905833	0.44475	0.3531667	0.4081667	0.2539167	0.2965833	0.3120833	0.262	0.37375	0.2975833	0.34575	0.2323333	0.34925	0.2754167
75600	0.42075	0.44475	0.5374167	0.4225	0.4044167	0.4519167	0.4211667	0.4128333	0.4535	0.5176667	0.3715	0.4015833	0.4063333	0.4069167	0.2599167	0.2945	0.3350833	0.2148333	0.21125	0.22425	0.23075	0.1809167	0.26125	0.3150833	0.1316667	0.2086667	0.2265	0.23225	0.4765833	0.5203333	0.55825	0.4771667	0.5169167	0.4966667	0.51875	0.2636667	0.35475	0.402	0.3961667	0.2510833	0.2845833	0.3009167	0.2326667	0.28475	0.3476667	0.3375	0.2308333	0.3336667	0.2640833
76500	0.42975	0.4555	0.5355833	0.41375	0.3848333	0.3754167	0.473	0.4245	0.4620833	0.5134167	0.3575833	0.3790833	0.32475	0.4566667	0.26925	0.2985	0.3269167	0.1980833	0.1874167	0.14525	0.2765	0.1905833	0.26475	0.3086667	0.1253333	0.1869167	0.1480833	0.2791667	0.49125	0.5320833	0.5564167	0.4741667	0.4995833	0.42	0.5714167	0.274	0.3564167	0.3935	0.37675	0.22425	0.20025	0.34375	0.23975	0.2850833	0.3421667	0.3209167	0.2075	0.24825	0.308
77400	0.4241667	0.4361667	0.4569167	0.4600833	0.3908333	0.3789167	0.4701667	0.4185	0.4395833	0.4326667	0.3975	0.3820833	0.3231667	0.4516667	0.2638333	0.2738333	0.2435833	0.2374167	0.1900833	0.1489167	0.26925	0.1866667	0.2383333	0.22575	0.1748333	0.1909167	0.1505833	0.2741667	0.4899167	0.5151667	0.4754167	0.5268333	0.5063333	0.42375	0.5706667	0.26775	0.3301667	0.3104167	0.4116667	0.2260833	0.1995833	0.33575	0.232	0.25975	0.2619167	0.361	0.2115833	0.24475	0.299
78300	0.4775	0.4491667	0.4640833	0.4483333	0.3865	0.3575	0.39425	0.4699167	0.45275	0.4400833	0.3819167	0.3741667	0.2991667	0.3706667	0.31875	0.2841667	0.24775	0.2234167	0.185	0.128	0.1895833	0.2434167	0.2485	0.229	0.1701667	0.18775	0.131	0.1949167	0.55025	0.53	0.4824167	0.52	0.5048333	0.4056667	0.4931667	0.32175	0.3376667	0.31075	0.3913333	0.2175833	0.1741667	0.2530833	0.2854167	0.2685833	0.2649167	0.3456667	0.2060833	0.2180833	0.2174167
79200	0.46975	0.44666667	0.444	0.36216667	0.43808333	0.36091667	0.40316667	0.4615	0.45	0.41975	0.29325	0.42016667	0.30158333	0.3755	0.31341667	0.28025	0.22816667	0.13758333	0.23558333	0.13583333	0.19441667	0.23866667	0.24316667	0.20816667	0.09191667	0.23958333	0.13825	0.20091667	0.549	0.52716667	0.4675	0.44066667	0.559	0.4145	0.50375	0.315	0.32975	0.28808333	0.29916667	0.266	0.17908333	0.25591667	0.2785	0.26366667	0.24716667	0.26	0.25725	0.21908333	0.22258333
80100	0.38016667	0.50441667	0.45433333	0.35883333	0.42958333	0.35558333	0.38066667	0.37308333	0.50416667	0.4275	0.28841667	0.412	0.2915	0.35183333	0.22725	0.3345	0.23433333	0.13591667	0.23008333	0.13325	0.17266667	0.15416667	0.29708333	0.21716667	0.09766667	0.23425	0.136	0.17908333	0.46525	0.58466667	0.47816667	0.4425	0.55366667	0.41141667	0.48041667	0.22925	0.38191667	0.29358333	0.2895	0.25816667	0.17158333	0.23033333	0.19141667	0.31725	0.25625	0.25625	0.25233333	0.20925	0.19825
81000	0.38116667	0.50383333	0.45208333	0.33141667	0.35125	0.40525	0.38966667	0.37208333	0.50141667	0.42441667	0.26	0.32975	0.3375	0.35825	0.23233333	0.33125	0.23241667	0.11325	0.15258333	0.18633333	0.18283333	0.16066667	0.29308333	0.21425	0.08016667	0.15958333	0.18883333	0.18925	0.47291667	0.58525	0.47758333	0.42	0.47775	0.46316667	0.491	0.23166667	0.37541667	0.28983333	0.25933333	0.17941667	0.22191667	0.23825	0.19458333	0.31308333	0.25491667	0.23108333	0.17658333	0.25575	0.20658333
81900	0.35391667	0.4205	0.50775	0.33083333	0.35225	0.39683333	0.38508333	0.344	0.41833333	0.47791667	0.25891667	0.32916667	0.33	0.3465	0.21041667	0.24975	0.2865	0.11741667	0.15833333	0.18541667	0.17808333	0.14008333	0.20933333	0.26925	0.09016667	0.16591667	0.1865	0.18625	0.45225	0.50258333	0.53083333	0.42366667	0.48175	0.45858333	0.48741667	0.20833333	0.28916667	0.3435	0.25575	0.18283333	0.21708333	0.23133333	0.17258333	0.22983333	0.31166667	0.23216667	0.18208333	0.24875	0.20216667
82800	0.35816667	0.4285	0.50433333	0.32016667	0.32991667	0.31883333	0.43275	0.35083333	0.42475	0.475	0.24883333	0.3035	0.249	0.39325	0.22258333	0.25575	0.2845	0.113	0.13991667	0.1115	0.23016667	0.1535	0.21533333	0.26583333	0.09083333	0.148	0.11341667	0.23658333	0.46625	0.51275	0.52941667	0.41741667	0.46058333	0.38241667	0.53566667	0.217	0.29341667	0.33625	0.24441667	0.16283333	0.14225	0.27866667	0.18308333	0.23708333	0.30991667	0.225	0.1655	0.16983333	0.25258333
83700	0.3508333	0.4070833	0.4260833	0.3661667	0.3320833	0.3205833	0.42825	0.3414167	0.4009167	0.3939167	0.2954167	0.3055	0.2495	0.3854167	0.2208333	0.23725	0.207	0.1655	0.1493333	0.1191667	0.2288333	0.1535833	0.194	0.1888333	0.1469167	0.1574167	0.1200833	0.23475	0.4644167	0.4905	0.4521667	0.4643333	0.468	0.3846667	0.5353333	0.2145	0.2688333	0.258	0.2914167	0.1698333	0.1475833	0.275	0.18175	0.2165833	0.23425	0.275	0.1754167	0.17275	0.2503333
84600	0.4028333	0.4196667	0.4333333	0.356	0.3244167	0.2979167	0.3468333	0.3915	0.411	0.3978333	0.2859167	0.2969167	0.2260833	0.3034167	0.2801667	0.25125	0.2139167	0.16175	0.1485	0.1044167	0.1530833	0.2121667	0.2069167	0.1946667	0.1459167	0.15675	0.1043333	0.159	0.5225	0.5035833	0.4556667	0.4553333	0.4629167	0.3641667	0.4575833	0.2714167	0.2779167	0.2621667	0.28	0.1675	0.1299167	0.1975833	0.23925	0.2305833	0.2425	0.2675	0.1759167	0.152	0.174
85500	0.3955	0.4175	0.41341667	0.27125	0.37341667	0.30208333	0.35316667	0.38275	0.40733333	0.379	0.20375	0.34541667	0.23083333	0.304	0.27875	0.25108333	0.19916667	0.08658333	0.204	0.1155	0.16266667	0.21175	0.20525	0.17883333	0.073	0.21183333	0.11566667	0.16925	0.52033333	0.50158333	0.43725	0.37083333	0.51616667	0.36816667	0.46475	0.26841667	0.27591667	0.24383333	0.19808333	0.22208333	0.1395	0.20441667	0.23875	0.23033333	0.22625	0.18916667	0.23266667	0.15925	0.18458333
